x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG,STN_ID
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.4.3,2015-04-03 00:00:00,NS,2015,4,3,4.7,,-0.8,,10.1,,1.1,,,M,,M,,,0,,0,,0,,13.3,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.4.4,2015-04-04 00:00:00,NS,2015,4,4,1.4,,-3.2,,6,,9.3,,,M,,M,,,30,,54,,0,,16.6,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.4.5,2015-04-05 00:00:00,NS,2015,4,5,-1.9,,-5.3,,1.5,,1.2,,,M,,M,21,,23,,46,,0,,19.9,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.4.6,2015-04-06 00:00:00,NS,2015,4,6,-3,,-8.5,,2.6,,6.4,,,M,,M,22,,19,,32,,0,,21,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.4.7,2015-04-07 00:00:00,NS,2015,4,7,0.3,,-1.4,,1.9,,8.3,,,M,,M,34,,0,,0,,0,,17.7,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.4.8,2015-04-08 00:00:00,NS,2015,4,8,0.1,,-3.2,,3.4,,0,,,M,,M,28,,0,,0,,0,,17.9,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.4.9,2015-04-09 00:00:00,NS,2015,4,9,-1.3,,-3.4,,0.9,,0,,,M,,M,25,,0,,0,,0,,19.3,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.4.10,2015-04-10 00:00:00,NS,2015,4,10,2.7,,-3,,8.4,,19.7,,,M,,M,22,,21,,46,,0,,15.3,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.4.11,2015-04-11 00:00:00,NS,2015,4,11,7.1,,3.4,,10.7,,0,,,M,,M,19,,29,,46,,0,,10.9,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.4.12,2015-04-12 00:00:00,NS,2015,4,12,6.1,,0.5,,11.6,,0,,,M,,M,15,,0,,0,,0,,11.9,,,,,,47187
